FD,convexity,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,label
1.1734,0.8429233101,0.3183098862,0.0009560539,0.0024376283,0.0019979376,0.002034961,0.0043695034,0.0040356424,0.0033179977,0.0012770779,0.0033436945,0.006839074,0.0036235945,0.0055938971,0.0046158331,0.0017304369,0.0037215443,0.0049538464,0.0095883997,0.0050234547,0.0059070533,0.0070966187,0.0058753508,0.0021157372,0.0052895115,0.0029907629,0
1.1663,0.8510623263,0.3183098862,0.0011758607,0.0023492799,0.0007231552,0.0025003242,0.0037970134,0.0038096324,0.0011343652,0.0018609574,0.0041095919,0.0058926796,0.0071641887,0.0050842176,0.0014495529,0.0029592862,0.0011693116,0.0061107299,0.0081628796,0.0098239335,0.0021150332,0.0060503449,0.001652781,0.0044828488,0.0018704912,0.0048314515,0
1.1744,0.8955768034,0.3183098862,0.002361495,0.0016688504,0.0021768562,0.0047956381,5.91981646935372E-05,0.0024714758,0.0035439845,0.0032763522,0.0073563915,0.0003450996,0.0015765885,0.0027859194,0.0047834165,0.0042523438,0.0015365254,0.0100582419,0.000915044,0.0018428509,0.0027469592,0.0023795693,0.0058425285,0.004820427,0.0021326437,0.0004539465,0
1.2395,0.8991216947,0.3183098862,0.0023674958,0.0003383531,0.0018004295,0.0047889352,0.0013603644,0.0006800313,0.0028957694,0.0019572872,0.0072996856,0.0024319856,0.0022874066,0.0012117093,0.0038486729,0.0025139664,0.0062798411,0.0098949734,0.003932649,0.0033229228,0.0041815415,0.002035693,0.0046375383,0.0028476557,0.0083295053,0.0103226611,0
1.2694,0.89986227,0.3183098862,0.0006544219,0.00648767,0.0018884146,0.0013618239,0.0025642233,0.0105788356,0.0030985237,0.004665501,0.002183712,0.0039081244,0.0036851177,0.0142636099,0.0042317865,0.0055321063,0.0017672413,0.0031894974,0.0052986404,0.0050488738,0.0015240905,0.0172776595,0.005250989,0.0053699153,0.0021269476,0.0114256892,0
1.2356,0.8991216947,0.3183098862,0.0023674958,0.0003383531,0.0018004295,0.0047889352,0.0013603644,0.0006800313,0.0028957694,0.0019572872,0.0072996856,0.0024319856,0.0022874066,0.0012117093,0.0038486729,0.0025139664,0.0062798411,0.0098949734,0.003932649,0.0033229228,0.0041815415,0.002035693,0.0046375383,0.0028476557,0.0083295053,0.0103226611,0
1.2507,0.9021484023,0.3183098862,0.0019353226,0.0017656066,0.0019919561,0.0040071217,0.0034910778,0.0029652788,0.003341017,0.0009447862,0.0063392798,0.0054777245,0.0039191067,0.0042074317,0.0047188832,0.0011598668,0.0023708706,0.0090256245,0.0076911351,0.0054375595,0.0056908802,0.0055231465,0.0061332393,0.0011917807,0.0034710912,0.0039715791,0
1.2116,0.8984759893,0.3183098862,0.001222894,0.0002722385,0.0029378795,0.0024569845,0.002360043,0.0003427814,0.0046387107,0.0027391827,0.0037220802,0.0036314144,0.0045819262,0.0002417926,0.0059235128,0.003804482,0.0058494401,0.0050498376,0.0049730273,0.0062747742,0.0069825897,0.0001057616,0.0065771766,0.004824229,0.007010308,0.0044485334,0
1.2076,0.8978265689,0.3183098862,0.0005439052,0.0016346502,0.0026049531,0.001200391,0.0033857578,0.0025430248,0.0041620094,0.0057686172,0.0020932844,0.005182833,0.0061195067,0.0031498044,0.0054296582,0.0074905649,0.0045859155,0.0033454933,0.0070495216,0.008396302,0.0019888932,0.0032818996,0.0062566518,0.0085753819,0.0052598945,0.0140780382,0
1.2093,0.8978265689,0.3183098862,0.0005439052,0.0016346502,0.0026049531,0.001200391,0.0033857578,0.0025430248,0.0041620094,0.0057686172,0.0020932844,0.005182833,0.0061195067,0.0031498044,0.0054296582,0.0074905649,0.0045859155,0.0033454933,0.0070495216,0.008396302,0.0019888932,0.0032818996,0.0062566518,0.0085753819,0.0052598945,0.0140780382,0
1.2644,0.8903131257,0.3183098862,0.0014469517,0.000290714,0.0006703266,0.0030229129,0.0044089826,0.0004327253,0.0011429599,0.0008553487,0.0048517867,0.0068406477,0.0059108391,0.0004833891,0.0016742807,0.0013057642,0.0019934539,0.0070378345,0.0094808434,0.0081037051,0.0006522759,0.0003827023,0.0023241081,0.00194052,0.0021748412,0.0061417224,0
1.2217,0.906286858,0.3183098862,0.0007267055,0.0002484361,0.0033487195,0.001480327,0.0021286035,0.0002264461,0.0053082494,0.0049350143,0.0022835807,0.0032308032,0.0052203326,7.2879238983397E-05,0.0068208503,0.0069936917,0.0076543375,0.0031495932,0.0043645597,0.0071506043,0.005755914,0.0007493089,0.0076432486,0.0091009095,0.0087066711,0.0032054943,0
1.1662,0.9093011932,0.3183098862,0.0014144583,0.0004352263,0.0013145981,0.0028714099,0.0012523353,0.0008939615,0.0019499525,0.0041670773,0.0044057205,0.002012318,0.0044635819,0.0015996429,0.0022330189,0.0060300449,0.008963412,0.0060362908,0.0029228656,0.0063365374,0.008020313,0.0026366914,0.0021686104,0.0080573262,0.0100427796,0.0076153218,0
1.1926,0.9079586432,0.3183098862,0.0018829124,0.0010319478,0.0019304985,0.0038086773,0.0023224472,0.0018470698,0.0030779023,0.0048875066,0.0057991672,0.0033150246,0.0012505172,0.0028678543,0.0039960027,0.0065029659,0.0030198737,0.007832352,0.0041233821,0.0010224901,0.0091242175,0.0042011991,0.0045587846,0.0077291834,0.0042180215,0.0014245345,0
1.1695,0.9093011932,0.3183098862,0.0014144583,0.0004352263,0.0013145981,0.0028714099,0.0012523353,0.0008939615,0.0019499525,0.0041670773,0.0044057205,0.002012318,0.0044635819,0.0015996429,0.0022330189,0.0060300449,0.008963412,0.0060362908,0.0029228656,0.0063365374,0.008020313,0.0026366914,0.0021686104,0.0080573262,0.0100427796,0.0076153218,0
1.1543,0.9510137647,0.3183098862,0.0024197679,0.0017401525,0.0020058564,0.0049024623,0.0005866009,0.0030850152,0.0032188425,0.0042430898,0.0074906238,0.0006775522,0.00284758,0.0047246626,0.0042344264,0.0056405588,0.0035909834,0.0101839454,0.0005865126,0.0038078142,0.0050822319,0.0068053266,0.0049558257,0.0066788337,0.004888107,0.0040243468,0
1.0989,0.9502000669,0.3183098862,0.0015760636,0.0017962403,0.0013403808,0.0031935158,0.0013272655,0.003113634,0.0020828575,0.0034555631,0.0048819036,0.0020600016,0.0047988386,0.0046029265,0.0026263768,0.0050484197,0.0071373193,0.0066458851,0.0028835886,0.0068803752,0.0083382933,0.0063153477,0.0030267131,0.0068447935,0.0080493623,0.0058484629,0
1.0989,0.9502000669,0.3183098862,0.0015760636,0.0017962403,0.0013403808,0.0031935158,0.0013272655,0.003113634,0.0020828575,0.0034555631,0.0048819036,0.0020600016,0.0047988386,0.0046029265,0.0026263768,0.0050484197,0.0071373193,0.0066458851,0.0028835886,0.0068803752,0.0083382933,0.0063153477,0.0030267131,0.0068447935,0.0080493623,0.0058484629,0
1.1191,0.9338581152,0.3183098862,0.0010247611,0.0004078938,0.0009033783,0.002080319,0.0025717945,0.0007560704,0.0013394368,0.0019341435,0.0031838958,0.003785086,0.004823007,0.00120897,0.0015336887,0.0027592977,0.008794438,0.0043232563,0.0049249583,0.0068571195,0.0114809495,0.0017888337,0.0015074101,0.0036955271,0.0106642209,0.0017113361,0
1.12,0.9427493809,0.3183098862,0.0004055432,0.0017417449,0.0024340315,0.0008191727,0.0047946954,0.0028415662,0.0041524253,0.0016015451,0.0012745263,0.0075409497,0.0039866514,0.0038434486,0.0060061109,0.0022384459,0.0007360139,0.0018242649,0.0106446115,0.0055998249,0.0061721024,0.0046968009,0.0080307235,0.0028758014,0.0010713536,0.0035980531,0
1.0782,0.9363501952,0.3183098862,0.0007579971,0.0030374119,0.0012866135,0.00166396,0.0044308426,0.0049396222,0.0021019954,0.0017187225,0.002853458,0.0068565012,0.0069448291,0.0066307356,0.0028560337,0.0020661319,0.0019830059,0.0044338168,0.009472355,0.0095180097,0.0045844886,0.007978085,0.003533314,0.0021407737,0.0024187468,0.0067302836,0
1.118,0.9333739607,0.3183098862,0.0015327323,0.0011229625,0.0011120234,0.0031053782,0.0027462205,0.0020386523,0.0016082479,0.003267659,0.0047491544,0.0042708839,0.007808007,0.0031991325,0.0017153104,0.0046450194,0.0063274642,0.0064768866,0.0059627202,0.0107609954,0.0054697796,0.0046882769,0.0013068263,0.0060815621,0.0069758044,0.0058911983,0
1.1117,0.9333739607,0.3183098862,0.0015327323,0.0011229625,0.0011120234,0.0031053782,0.0027462205,0.0020386523,0.0016082479,0.003267659,0.0047491544,0.0042708839,0.007808007,0.0031991325,0.0017153104,0.0046450194,0.0063274642,0.0064768866,0.0059627202,0.0107609954,0.0054697796,0.0046882769,0.0013068263,0.0060815621,0.0069758044,0.0058911983,0
1.0941,0.9428102214,0.3183098862,0.0026345608,0.0009977017,0.0016685595,0.0053454945,0.0007805024,0.0014072428,0.0027022628,0.0056586544,0.0081894661,0.00118687,0.0007409114,0.0014126813,0.0036054407,0.0076459852,0.0021312492,0.0111817553,0.001650855,0.0013079131,0.0039896451,0.0008194236,0.0043040501,0.0092872097,0.0029317513,0.0021464516,0
1.093,0.9401304162,0.3183098862,0.0012786683,0.0030141454,0.0012617107,0.0026333792,0.0005481381,0.0046241047,0.0020645243,0.003484401,0.0041273364,0.0006898381,0.0002959041,0.0056042663,0.0028078251,0.0045720117,0.0010577967,0.0057964414,0.0006855804,0.0002104297,0.0008563053,0.0056532874,0.0034644612,0.0052645592,0.0013181785,0.0036642489,0
1.141,0.9422403813,0.3183098862,0.0012621746,0.001076451,0.0029865076,0.0025321686,0.0042552647,0.0018064627,0.0049589243,0.0013386427,0.0038189101,0.0066280179,0.0033046534,0.0025509368,0.0069011463,0.0017350538,0.0037919907,0.0051275034,0.0092487108,0.0047007183,0.0058268061,0.003306326,0.0088050354,0.0019871569,0.0052284442,0.0024333968,0
1.0824,0.9491640468,0.3183098862,0.0010807539,0.0030241469,0.0014463997,0.0022751414,0.0051060543,0.0048695998,0.0023623269,0.003739231,0.0036927877,0.0077792558,0.0048688989,0.006419583,0.0032066341,0.0046544288,0.0003565649,0.0054293008,0.0105455412,0.0066988849,0.0024224566,0.0074844153,0.0039589622,0.0050368443,0.0003914102,0.0047709043,0
1.0923,0.9491640468,0.3183098862,0.0010807539,0.0030241469,0.0014463997,0.0022751414,0.0051060543,0.0048695998,0.0023623269,0.003739231,0.0036927877,0.0077792558,0.0048688989,0.006419583,0.0032066341,0.0046544288,0.0003565649,0.0054293008,0.0105455412,0.0066988849,0.0024224566,0.0074844153,0.0039589622,0.0050368443,0.0003914102,0.0047709043,0
1.0824,0.9491640468,0.3183098862,0.0010807539,0.0030241469,0.0014463997,0.0022751414,0.0051060543,0.0048695998,0.0023623269,0.003739231,0.0036927877,0.0077792558,0.0048688989,0.006419583,0.0032066341,0.0046544288,0.0003565649,0.0054293008,0.0105455412,0.0066988849,0.0024224566,0.0074844153,0.0039589622,0.0050368443,0.0003914102,0.0047709043,0
1.0791,0.9491640468,0.3183098862,0.0010807539,0.0030241469,0.0014463997,0.0022751414,0.0051060543,0.0048695998,0.0023623269,0.003739231,0.0036927877,0.0077792558,0.0048688989,0.006419583,0.0032066341,0.0046544288,0.0003565649,0.0054293008,0.0105455412,0.0066988849,0.0024224566,0.0074844153,0.0039589622,0.0050368443,0.0003914102,0.0047709043,0
1.0791,0.9491640468,0.3183098862,0.0010807539,0.0030241469,0.0014463997,0.0022751414,0.0051060543,0.0048695998,0.0023623269,0.003739231,0.0036927877,0.0077792558,0.0048688989,0.006419583,0.0032066341,0.0046544288,0.0003565649,0.0054293008,0.0105455412,0.0066988849,0.0024224566,0.0074844153,0.0039589622,0.0050368443,0.0003914102,0.0047709043,0
1.1945,0.940734312,0.3183098862,0.0008269818,0.0036989569,0.0012052449,0.0017266021,0.0009442656,0.0057664206,0.002007949,0.0043142396,0.0027614854,0.0013647291,0.0006506471,0.0072026084,0.0028059645,0.0057487995,0.0029756805,0.0039727803,0.0017311098,0.000915015,0.0038505239,0.0077004808,0.0035911022,0.0068027205,0.0038298634,0.0043230102,0
1.1711,0.9390170587,0.3183098862,0.0008869019,0.0009355906,0.0025572232,0.0017955121,0.0020688823,0.0013616139,0.0039839519,0.0055606942,0.0027445898,0.0031514842,0.0043397267,0.0014953594,0.0049686493,0.0079313005,0.0100471221,0.0037467065,0.0042838994,0.0059633338,0.0047939629,0.0012314154,0.0053126271,0.0104094951,0.0113586891,0.0077479918,0
1.1807,0.9390170587,0.3183098862,0.0008869019,0.0009355906,0.0025572232,0.0017955121,0.0020688823,0.0013616139,0.0039839519,0.0055606942,0.0027445898,0.0031514842,0.0043397267,0.0014953594,0.0049686493,0.0079313005,0.0100471221,0.0037467065,0.0042838994,0.0059633338,0.0047939629,0.0012314154,0.0053126271,0.0104094951,0.0113586891,0.0077479918,0
1.2196,0.9438861675,0.3183098862,0.0014089387,0.0002580828,0.0036048592,0.0028042304,0.0015947971,0.000272223,0.0057143271,0.0044007435,0.0041796672,0.0024501531,0.0040348587,0.000045207,0.0073486539,0.0061013638,0.0059521789,0.0055423008,0.0033480003,0.0054350074,0.0045395465,0.0005240275,0.0082578162,0.0077089125,0.0066884362,0.0044807833,0
1.2038,0.8715118923,0.3183098862,0.0014632784,0.00041648,0.0010791292,0.002967216,0.00031518,0.000799351,0.0015621965,0.0013017829,0.0045399446,0.0006470297,0.0040299843,0.0013313424,0.0016578253,0.0021396081,0.0043461751,0.0061833973,0.0011726427,0.0059379324,0.0104545702,0.0020533125,0.0011551589,0.0032760353,0.0044050771,0.0041019983,0
1.2038,0.8715118923,0.3183098862,0.0014632784,0.00041648,0.0010791292,0.002967216,0.00031518,0.000799351,0.0015621965,0.0013017829,0.0045399446,0.0006470297,0.0040299843,0.0013313424,0.0016578253,0.0021396081,0.0043461751,0.0061833973,0.0011726427,0.0059379324,0.0104545702,0.0020533125,0.0011551589,0.0032760353,0.0044050771,0.0041019983,0
1.2033,0.8632317518,0.3183098862,0.0013921024,0.0011002863,0.0014615039,0.002809447,0.0018289999,0.0019255136,0.0023198689,0.0015295635,0.0042697816,0.0028305435,0.0080923404,0.0028835199,0.0030160691,0.0021546363,0.007295334,0.0057729976,0.0039316299,0.0111558621,0.0033368136,0.004015923,0.0035543101,0.0027979867,0.0087495875,0.0015090023,0
1.2353,0.945436327,0.3183098862,0.0015540073,0.0002494106,0.0038277744,0.0030817341,0.0014706597,0.0002302558,0.0061161317,0.00421974,0.0045601279,0.0022864845,0.003575863,6.65579333904926E-05,0.0079766719,0.0059086033,0.0066635413,0.0059725432,0.0032144883,0.004844769,0.0076030366,0.0007476277,0.0091858355,0.0075623881,0.0077132193,0.0034181174,0
1.2759,0.9499727531,0.3183098862,0.0013322338,0.0004060065,0.0021181322,0.0026701405,0.0027059088,0.0007475657,0.0034541942,0.0020380009,0.0040139099,0.0041384546,0.0068907926,0.0011888796,0.0046807418,0.0027766525,0.0062912592,0.0053495427,0.0056582484,0.009593629,0.002334209,0.0017555866,0.0057852565,0.0034603017,0.0077275791,0.0010101192,0
1.2561,0.9517430287,0.3183098862,0.0007634939,0.0002547837,0.0025855882,0.0016412055,0.004239989,0.0002491084,0.0041260477,0.0036993981,0.0027522439,0.0064783271,0.0081385468,4.67575259946022E-05,0.0053707176,0.0046506657,0.0042998235,0.0042113169,0.008802511,0.0111081857,0.0021056831,0.00079639,0.006164792,0.0050281571,0.0048997864,0.011317476,0
1.2562,0.9517430287,0.3183098862,0.0007634939,0.0002547837,0.0025855882,0.0016412055,0.004239989,0.0002491084,0.0041260477,0.0036993981,0.0027522439,0.0064783271,0.0081385468,4.67575259944227E-05,0.0053707176,0.0046506657,0.0042998235,0.0042113169,0.008802511,0.0111081857,0.0021056831,0.00079639,0.006164792,0.0050281571,0.0048997864,0.011317476,0
1.227,0.9558662966,0.3183098862,0.0028297375,0.0016803051,0.0021719408,0.0057314695,6.54534734720779E-05,0.0025292774,0.0035194835,0.0032765578,0.0087576969,0.0003825527,0.0015630418,0.0029497908,0.0047158135,0.0042468089,0.001544172,0.011919728,0.0010149576,0.0018103846,0.002755477,0.0027357179,0.0057012335,0.0048081142,0.0021711156,0.0004713232,0
1.2561,0.9517430287,0.3183098862,0.0007634939,0.0002547837,0.0025855882,0.0016412055,0.004239989,0.0002491084,0.0041260477,0.0036993981,0.0027522439,0.0064783271,0.0081385468,4.67575259946022E-05,0.0053707176,0.0046506657,0.0042998235,0.0042113169,0.008802511,0.0111081857,0.0021056831,0.00079639,0.006164792,0.0050281571,0.0048997864,0.011317476,0
1.2561,0.9517430287,0.3183098862,0.0007634939,0.0002547837,0.0025855882,0.0016412055,0.004239989,0.0002491084,0.0041260477,0.0036993981,0.0027522439,0.0064783271,0.0081385468,4.67575259945855E-05,0.0053707176,0.0046506657,0.0042998235,0.0042113169,0.008802511,0.0111081857,0.0021056831,0.00079639,0.006164792,0.0050281571,0.0048997864,0.011317476,0
1.2623,0.9055339119,0.3183098862,0.0015934324,0.0018038932,0.0021759428,0.0031992258,0.0021455508,0.0031533653,0.0033965915,0.002997001,0.0048270698,0.0033520348,0.0066271878,0.0047200382,0.0042417416,0.0042702917,0.0052328774,0.0064792347,0.0047005248,0.009127178,0.005706686,0.0065817631,0.0045138956,0.0055946174,0.0059427905,0.0019199029,0
1.246,0.9053359451,0.3183098862,7.58349472214468E-05,0.005790355,0.0013681614,0.0002274845,0.001667945,0.0094204466,0.0022221101,0.0047438102,0.0005684703,0.0025731725,0.0049827901,0.0126522632,0.0029836119,0.0056459183,0.0029987561,0.0011926218,0.0035327752,0.0067992659,0.0023193488,0.0152293208,0.0036062357,0.0054872229,0.0036634958,0.0133408319,0
1.2522,0.9053359451,0.3183098862,7.58349472214419E-05,0.005790355,0.0013681614,0.0002274845,0.001667945,0.0094204466,0.0022221101,0.0047438102,0.0005684703,0.0025731725,0.0049827901,0.0126522632,0.0029836119,0.0056459183,0.0029987561,0.0011926218,0.0035327752,0.0067992659,0.0023193488,0.0152293208,0.0036062357,0.0054872229,0.0036634958,0.0133408319,0
1.2496,0.9123892265,0.3183098862,0.0013006594,0.0010451157,0.0008873745,0.0026381028,0.0029856447,0.001646511,0.0014937299,0.0050840207,0.004032118,0.0046105232,0.002282597,0.0020907246,0.0021633311,0.0070541305,0.0029279021,0.0054656922,0.0064006569,0.003467506,0.0065689511,0.0022907654,0.0030021192,0.0089790886,0.0038027502,0.0053413222,0
1.246,0.9053359451,0.3183098862,7.58349472214468E-05,0.005790355,0.0013681614,0.0002274845,0.001667945,0.0094204466,0.0022221101,0.0047438102,0.0005684703,0.0025731725,0.0049827901,0.0126522632,0.0029836119,0.0056459183,0.0029987561,0.0011926218,0.0035327752,0.0067992659,0.0023193488,0.0152293208,0.0036062357,0.0054872229,0.0036634958,0.0133408319,0
1.2403,0.9185121582,0.3183098862,0.0016377835,0.0017828872,0.0034651069,0.0032687989,0.002656397,0.0030478269,0.0056809246,0.0001641409,0.0048839765,0.0041791026,0.0060954478,0.0044226831,0.0077455618,0.0003758755,0.0036303532,0.0064670384,0.0059055979,0.0083992664,0.0043026916,0.0059404706,0.0095926496,0.0007695866,0.0040861458,0.0028887863,0
1.2658,0.9261815356,0.3183098862,0.0016899895,0.0011033296,0.0023852946,0.003389533,0.0021865844,0.0019425161,0.0037734692,0.0022399845,0.0051100399,0.0034332976,0.0045869264,0.0029382989,0.004846729,0.0031496425,0.0059500921,0.0068634196,0.0048375605,0.0063256553,0.0090992577,0.0041523861,0.0054825902,0.0040542368,0.0072360334,0.0013010331,0
1.2398,0.9248828083,0.3183098862,0.0001824904,0.0043731682,3.67958508022081E-06,0.0003268514,0.0020587682,0.0068585542,7.76470976944125E-07,0.00192798,0.0003994057,0.0030508902,0.0018027131,0.0086608586,1.07357099736999E-05,0.0024521427,2.15426665876377E-05,0.0003761599,0.0040014059,0.0023506153,0.000299639,0.0094443013,3.46359243779532E-05,0.0026324928,5.94952928530645E-05,0.0038703223,0
1.2591,0.9261815356,0.3183098862,0.0016899895,0.0011033296,0.0023852946,0.003389533,0.0021865844,0.0019425161,0.0037734692,0.0022399845,0.0051100399,0.0034332976,0.0045869264,0.0029382989,0.004846729,0.0031496425,0.0059500921,0.0068634196,0.0048375605,0.0063256553,0.0090992577,0.0041523861,0.0054825902,0.0040542368,0.0072360334,0.0013010331,0
1.23,0.9248828083,0.3183098862,0.0001824904,0.0043731682,3.67958508021697E-06,0.0003268514,0.0020587682,0.0068585542,7.76470976935619E-07,0.00192798,0.0003994057,0.0030508902,0.0018027131,0.0086608586,1.07357099737325E-05,0.0024521427,2.15426665876419E-05,0.0003761599,0.0040014059,0.0023506153,0.000299639,0.0094443013,3.46359243783592E-05,0.0026324928,5.94952928530927E-05,0.0038703223,0
1.2608,0.9225872159,0.3183098862,0.0011764424,0.0002412871,0.0027634385,0.0023699623,0.002767698,0.0001904902,0.0043103371,0.0060953508,0.0035955157,0.0041735425,0.0043825511,0.0001743834,0.0053772367,0.0085819261,0.0084480101,0.0048630722,0.0055940223,0.0059247626,0.0059936985,0.000968948,0.0057114713,0.0110774558,0.0094083924,0.0060833365,0
1.1601,0.9459799356,0.3183098862,0.0015399392,0.0002947604,0.0018701933,0.0032340177,0.0030958231,0.000452961,0.0032112649,0.0019383365,0.0052226071,0.0048468475,0.0058909313,0.0005399955,0.0046830516,0.0027213171,0.0006525901,0.0076135089,0.0067794089,0.0081148721,0.0042023563,0.0005035712,0.0063145588,0.0035574982,0.0008908525,0.002443654,0
1.1633,0.9459799356,0.3183098862,0.0015399392,0.0002947604,0.0018701933,0.0032340177,0.0030958231,0.000452961,0.0032112649,0.0019383365,0.0052226071,0.0048468475,0.0058909313,0.0005399955,0.0046830516,0.0027213171,0.0006525901,0.0076135089,0.0067794089,0.0081148721,0.0042023563,0.0005035712,0.0063145588,0.0035574982,0.0008908525,0.002443654,0
1.1549,0.9455864512,0.3183098862,0.0016912424,0.0003394074,0.0015719904,0.0034287489,0.001191221,0.0006850034,0.0024797625,0.00313587,0.0052389659,0.0019090122,0.0013205988,0.001224519,0.0031766779,0.0042508609,0.003243366,0.0071063021,0.002829067,0.002057297,0.0040715635,0.0020605551,0.0035866679,0.0052499504,0.0045319256,0.0081397774,0
1.1592,0.945785155,0.3183098862,0.0009750409,0.004379418,6.18844511483868E-07,0.002014165,0.0003531183,0.0068905638,8.10187262659238E-06,0.0019397365,0.0031731084,0.0004891567,0.0036647308,0.008753543,0.000023874,0.0024314645,0.000083565,0.0044899479,0.0005832055,0.0047838647,0.0034250016,0.0096510726,0.000046922,0.0025441072,0.0001489242,0.0037658582,0
1.1633,0.9459799356,0.3183098862,0.0015399392,0.0002947604,0.0018701933,0.0032340177,0.0030958231,0.000452961,0.0032112649,0.0019383365,0.0052226071,0.0048468475,0.0058909313,0.0005399955,0.0046830516,0.0027213171,0.0006525901,0.0076135089,0.0067794089,0.0081148721,0.0042023563,0.0005035712,0.0063145588,0.0035574982,0.0008908525,0.002443654,0
1.2565,0.8787928339,0.3183098862,0.0014173041,0.001652037,0.0021879418,0.0029085568,4.43447695246772E-05,0.0023861433,0.0035997395,0.00327585,0.0045337384,0.0002457239,0.0016130899,0.0025420932,0.0049394248,0.0042685087,0.0015160473,0.0063224383,0.0006479009,0.0019337547,0.002724365,0.001844843,0.0061755215,0.0048600993,0.0020298919,0.0004094029,0
1.1912,0.8828819614,0.3183098862,0.0011272286,0.0004036305,0.0021187782,0.0022821746,0.0027089342,0.0007360386,0.0034627043,0.0020367666,0.0034847838,0.0041476685,0.0068841514,0.0011580293,0.0047076317,0.0027430742,0.0062940839,0.0047354586,0.0056739568,0.00957331,0.0023399793,0.0016932993,0.0058421555,0.0033485812,0.0077268833,0.0009964674,0
1.1975,0.8828819614,0.3183098862,0.0011272286,0.0004036305,0.0021187782,0.0022821746,0.0027089342,0.0007360386,0.0034627043,0.0020367666,0.0034847838,0.0041476685,0.0068841514,0.0011580293,0.0047076317,0.0027430742,0.0062940839,0.0047354586,0.0056739568,0.00957331,0.0023399793,0.0016932993,0.0058421555,0.0033485812,0.0077268833,0.0009964674,0
1.2307,0.878316071,0.3183098862,0.0010523923,0.001755156,0.0026681168,0.0021371136,0.0036213835,0.0029097754,0.0044035791,0.0021417397,0.0032890538,0.0056852277,0.0046666157,0.0040388153,0.0060693544,0.0029143899,0.0035309049,0.0045381917,0.007999314,0.0064878481,0.0076344099,0.0051260378,0.0076354188,0.0035927606,0.0051083248,0.0043256057,0
1.2454,0.878316071,0.3183098862,0.0010523923,0.001755156,0.0026681168,0.0021371136,0.0036213835,0.0029097754,0.0044035791,0.0021417397,0.0032890538,0.0056852277,0.0046666157,0.0040388153,0.0060693544,0.0029143899,0.0035309049,0.0045381917,0.007999314,0.0064878481,0.0076344099,0.0051260378,0.0076354188,0.0035927606,0.0051083248,0.0043256057,0
1.1221,0.9013712929,0.3183098862,0.0017304614,0.0010649015,0.0021144759,0.0034939775,0.0027107272,0.001745946,0.0035433114,0.0036921297,0.0053041311,0.0040904626,0.0013111166,0.002370802,0.0050141841,0.0049747973,0.0034721405,0.0071336352,0.0055083683,0.0023941199,0.0108183928,0.0028937808,0.006579875,0.006081654,0.0046260846,0.0047752266,0
1.3185,0.7224468075,0.3183098862,0.0011218784,0.001099908,0.0008714146,0.0022853425,0.0017697619,0.0019224154,0.0012551739,0.0024505335,0.0035179051,0.0026265682,0.0048434241,0.0028700509,0.001324838,0.0035868994,0.0081477148,0.0048174182,0.0034701261,0.0069517507,0.0101322036,0.0039745463,0.0009799378,0.0048979831,0.0096526079,0.0038157931,0
1.357,0.7214171796,0.3183098862,0.0013647149,0.0002918036,0.00067127,0.0028681341,0.00440942,0.0004381389,0.001150474,0.0008498704,0.004640959,0.006840978,0.0059121253,0.0004983966,0.0016932233,0.0012973301,0.0019894732,0.0067896933,0.0094801985,0.0081063209,0.0006520781,0.0004144099,0.0023518938,0.0019287918,0.0021574198,0.006140278,0
1.3202,0.7224468075,0.3183098862,0.0011218784,0.001099908,0.0008714146,0.0022853425,0.0017697619,0.0019224154,0.0012551739,0.0024505335,0.0035179051,0.0026265682,0.0048434241,0.0028700509,0.001324838,0.0035868994,0.0081477148,0.0048174182,0.0034701261,0.0069517507,0.0101322036,0.0039745463,0.0009799378,0.0048979831,0.0096526079,0.0038157931,0
1.3282,0.9370002972,0.3183098862,0.0009837913,0.0030237233,0.0018112484,0.0020707202,0.0038929106,0.0048666657,0.0029925826,0.0029322466,0.0033626222,0.0059615626,0.0067588945,0.0064080119,0.0041311162,0.003644115,0.0021279909,0.0049511115,0.0081273224,0.0092009057,0.0037911082,0.0074503479,0.0052046423,0.0041131861,0.0026809247,0.0045809182,0
1.3388,0.9365263268,0.3183098862,0.0009436027,0.0030144102,0.0021027246,0.0020040832,0.0036392129,0.0048194093,0.0034086053,0.0035334675,0.0032914327,0.0055359993,0.0066084241,0.0062728691,0.0045611266,0.0041794632,0.0017351605,0.004898773,0.0074789954,0.0089775881,0.0019739201,0.0071530208,0.0054822386,0.0040736728,0.0020640186,0.0084703489,0
1.3465,0.9370002972,0.3183098862,0.0009837913,0.0030237233,0.0018112484,0.0020707202,0.0038929106,0.0048666657,0.0029925826,0.0029322466,0.0033626222,0.0059615626,0.0067588945,0.0064080119,0.0041311162,0.003644115,0.0021279909,0.0049511115,0.0081273224,0.0092009057,0.0037911082,0.0074503479,0.0052046423,0.0041131861,0.0026809247,0.0045809182,0
1.3282,0.9370002972,0.3183098862,0.0009837913,0.0030237233,0.0018112484,0.0020707202,0.0038929106,0.0048666657,0.0029925826,0.0029322466,0.0033626222,0.0059615626,0.0067588945,0.0064080119,0.0041311162,0.003644115,0.0021279909,0.0049511115,0.0081273224,0.0092009057,0.0037911082,0.0074503479,0.0052046423,0.0041131861,0.0026809247,0.0045809182,0
