FD,convexity,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,label
1.2566,0.9125822278,0.3183098862,0.0012885583,0.0030394617,0.0020261298,0.0027156082,0.0040256187,0.0049508549,0.003266127,0.0005843151,0.0044115118,0.0062317106,0.0074665188,0.0066662325,0.0043304906,0.001154654,0.0039946822,0.0064841724,0.0086079693,0.010217943,0.0010910771,0.0080653174,0.0051340829,0.0021494231,0.004933791,0.0064135826,0
1.2391,0.9134718211,0.3183098862,0.0001674598,0.0017447774,0.0013658635,0.0002709012,0.0048095104,0.0028555614,0.0024333914,0.0019252389,0.0002828565,0.0076178778,0.0030065353,0.0038781185,0.0037280286,0.0025321718,0.0007229496,0.0002977112,0.0108532378,0.0042604461,0.0093486619,0.0047598184,0.0053211471,0.0029759715,0.0009761443,0.0045233832,0
1.253,0.9096632563,0.3183098862,0.0010889354,0.0002840335,0.0010135757,0.002214006,0.002064142,0.0004064373,0.001489229,0.0015306051,0.0033960785,0.0029568309,0.003841121,0.0004387025,0.001642148,0.0020023413,0.0073709108,0.0046234692,0.0037036669,0.0054503475,0.011554531,0.0003653176,0.0013235887,0.0024214416,0.0088206262,0.0013035942,0
1.2558,0.9265801631,0.3183098862,0.0021917449,0.0010752104,0.0014268662,0.0044172245,0.0018631191,0.0017979048,0.0023407832,0.0059571175,0.0066929433,0.0028179612,0.0018950953,0.0025177679,0.0032199982,0.0081292389,0.0059219841,0.008998842,0.0038157097,0.0031179422,0.0084796756,0.0032118596,0.0041162341,0.0100914794,0.0076119723,0.0056364287,0
1.2657,0.9223819937,0.3183098862,0.001330332,0.0017582768,0.0026709078,0.0027740364,0.003615928,0.0029270229,0.004408994,0.0021542258,0.0044324908,0.0056704984,0.0046651642,0.0040937526,0.0060772937,0.0029568405,0.0034906213,0.0063780084,0.007962501,0.0064454369,0.0076726903,0.0052616235,0.007641404,0.0036941194,0.0050682598,0.0042546617,0
1.2395,0.9134718211,0.3183098862,0.0001674598,0.0017447774,0.0013658635,0.0002709012,0.0048095104,0.0028555614,0.0024333914,0.0019252389,0.0002828565,0.0076178778,0.0030065353,0.0038781185,0.0037280286,0.0025321718,0.0007229496,0.0002977112,0.0108532378,0.0042604461,0.0093486619,0.0047598184,0.0053211471,0.0029759715,0.0009761443,0.0045233832,0
1.2417,0.9129358005,0.3183098862,0.0020429298,0.002426583,0.0031311505,0.0041438043,0.0010259612,0.0042095103,0.005085041,0.0037808663,0.0063395782,0.0013798319,0.0006122645,0.0062568493,0.0068207311,0.0049872009,0.0030955412,0.0086232569,0.0015608173,0.0002560074,0.0080765591,0.0087010916,0.0082198585,0.0058286105,0.0042335536,0.003498255,0
1.2641,0.9106107387,0.3183098862,0.0003543027,0.0050563797,0.00068705,0.0007562183,0.0011601988,0.0080005497,0.0011475232,0.0028093789,0.0012476057,0.0016978767,0.0025423548,0.0102674018,0.0016109785,0.0036867562,0.0016277581,0.0018581161,0.0021889104,0.0033289428,0.0016126614,0.0115249003,0.0020774221,0.0042332272,0.0021347974,0.0046288734,0
1.2395,0.9134718211,0.3183098862,0.0001674598,0.0017447774,0.0013658635,0.0002709012,0.0048095104,0.0028555614,0.0024333914,0.0019252389,0.0002828565,0.0076178778,0.0030065353,0.0038781185,0.0037280286,0.0025321718,0.0007229496,0.0002977112,0.0108532378,0.0042604461,0.0093486619,0.0047598184,0.0053211471,0.0029759715,0.0009761443,0.0045233832,0
1.2454,0.9358306179,0.3183098862,0.0020294256,0.0010701986,0.0021113289,0.0040874214,0.0027053154,0.0017725231,0.0035194783,0.0036838174,0.0061837546,0.0040554875,0.0013255481,0.0024454894,0.0049449609,0.0049520833,0.0034723575,0.0082887075,0.0054141024,0.0024424853,0.0108021543,0.0030541357,0.0064397758,0.0060387046,0.0045784931,0.0048362851,0
1.229,0.9368357563,0.3183098862,0.001449027,0.0009767313,0.0013583026,0.0030277205,0.003664216,0.001561842,0.0022668693,0.0007084448,0.0048606345,0.0057221157,0.0072952788,0.0020332246,0.0031878034,0.0012251371,0.0032381702,0.0070531581,0.0079897492,0.0099651517,0.0023334273,0.0023201448,0.0041463375,0.0020151866,0.0040262188,0.0065623621,0
1.2383,0.9358306179,0.3183098862,0.0020294256,0.0010701986,0.0021113289,0.0040874214,0.0027053154,0.0017725231,0.0035194783,0.0036838174,0.0061837546,0.0040554875,0.0013255481,0.0024454894,0.0049449609,0.0049520833,0.0034723575,0.0082887075,0.0054141024,0.0024424853,0.0108021543,0.0030541357,0.0064397758,0.0060387046,0.0045784931,0.0048362851,0
1.264,0.9400870187,0.3183098862,0.0003617436,0.0017439064,0.0017438894,0.0006758176,0.004814911,0.0028511661,0.0029910607,0.0031732229,0.0009213043,0.0076103617,0.001785625,0.003865638,0.0043714547,0.0043561021,0.0006025817,0.0011268478,0.0108147993,0.0026353062,0.008133353,0.0047325649,0.0059443545,0.0054622584,0.0009313403,0.0010510801,0
1.2532,0.9243363105,0.3183098862,0.0017849326,0.0016575846,0.0021840442,0.0036450425,5.05626739780631E-05,0.0024144272,0.0035801147,0.0032760447,0.0056388432,0.0002879127,0.0015976105,0.0026234135,0.0048844834,0.0042614124,0.00152479,0.007789499,0.0007616093,0.0018951641,0.0027339112,0.0020244753,0.0060582787,0.0048422482,0.0020736824,0.0004282302,0
1.0407,0.9488136256,0.3183098862,0.0012192998,0.0037312195,0.0013615501,0.0025871673,0.0035986098,0.0060945767,0.0021869974,0.0005748459,0.0042397573,0.0056155324,0.0060872482,0.0082445036,0.0028856021,0.0004778444,0.0034811737,0.0062847842,0.0078316392,0.0083586469,0.0029122651,0.0100469118,0.0034020716,0.0006875774,0.0043952211,0.0053138641,0
1.172,0.9321541601,0.3183098862,0.0018687761,0.0004301965,0.0005807626,0.0037786007,0.0018267107,0.0008686111,0.0007104579,0.0024134843,0.0057614571,0.0028742589,0.0046888336,0.0015278755,0.0004612459,0.0035528244,0.0068904271,0.007830337,0.0040724932,0.0066699898,0.0095362899,0.0024809044,0.0007395803,0.0048523827,0.0075149937,0.0077436611,0
1.2301,0.9243363105,0.3183098862,0.0017849326,0.0016575846,0.0021840442,0.0036450425,5.05626739779519E-05,0.0024144272,0.0035801147,0.0032760447,0.0056388432,0.0002879127,0.0015976105,0.0026234135,0.0048844834,0.0042614124,0.00152479,0.007789499,0.0007616093,0.0018951641,0.0027339112,0.0020244753,0.0060582787,0.0048422482,0.0020736824,0.0004282302,0
1.3037,0.8903729007,0.3183098862,0.0016629644,0.0009747116,0.0014424445,0.0034068428,0.0016806732,0.0012908761,0.0023574863,0.0040918983,0.0052954927,0.0023524474,0.0018926077,0.0010813601,0.0031956101,0.0054337871,0.0034603527,0.0073567882,0.0028382075,0.0028207596,0.0037377246,9.5619885696934E-05,0.0039137732,0.0064027912,0.0045065835,0.0020764614,0
1.3151,0.8903729007,0.3183098862,0.0016629644,0.0009747116,0.0014424445,0.0034068428,0.0016806732,0.0012908761,0.0023574863,0.0040918983,0.0052954927,0.0023524474,0.0018926077,0.0010813601,0.0031956101,0.0054337871,0.0034603527,0.0073567882,0.0028382075,0.0028207596,0.0037377246,9.56198856969223E-05,0.0039137732,0.0064027912,0.0045065835,0.0020764614,0
1.2505,0.93073778,0.3183098862,0.0019026364,0.0010315959,0.0019311033,0.0038480731,0.0023221628,0.0018453196,0.0030805907,0.0048879623,0.0058584577,0.0033152828,0.0012517599,0.0028629856,0.0040038043,0.0065049693,0.0030201706,0.0079126246,0.004125759,0.001027715,0.0091233246,0.0041908298,0.0045771261,0.007734027,0.0042160504,0.0014223282,0
1.1935,0.9452513206,0.3183098862,0.0015866953,0.0003850326,0.0014725716,0.0032206078,0.0027718298,0.0006416847,0.0025429298,0.0046368962,0.0049319789,0.0042572566,0.0053980767,0.0008887055,0.0037647175,0.006267032,0.004402763,0.0067146695,0.0058570849,0.0077011613,0.007587809,0.0011040009,0.0052371671,0.0076676003,0.005741403,0.0066653047,0
1.2141,0.9449087712,0.3183098862,0.0016471534,0.000431694,0.0013690584,0.0033355435,0.0018291754,0.0008761693,0.0021118388,0.0032784624,0.0050968535,0.0028943798,0.0068324123,0.0015493349,0.0026315176,0.0046130603,0.0068777549,0.0069426288,0.0041273548,0.009502729,0.0072150497,0.0025277127,0.0029984929,0.0059758864,0.007568838,0.0058131851,0
1.2646,0.9158438779,0.3183098862,0.0010441584,0.0002426713,0.002763282,0.0021026942,0.0027648421,0.0001974857,0.0043059782,0.0061001561,0.00318812,0.0041752354,0.0043953516,0.0001544987,0.0053625135,0.0086094581,0.0084396389,0.004308752,0.005608521,0.005947401,0.0059635231,0.0009255541,0.0056778664,0.0111484987,0.0093599905,0.0060610803,0
1.2637,0.9251544729,0.3183098862,0.0008875359,0.0009577562,0.0032496652,0.0019183978,0.0054929474,0.0014650832,0.0052388857,0.0007756073,0.0032254886,0.0083969993,0.0079276067,0.0017547222,0.0069428439,0.0008999884,0.0033229199,0.0049175217,0.0114304731,0.0108225798,0.0050763566,0.0017031083,0.0082132022,0.0011072324,0.0039548405,0.0088589226,0
1.2668,0.8545890484,0.3183098862,0.0008213739,0.0036943025,0.0006898697,0.0016871569,0.0014133714,0.005742687,0.001138401,0.0028204681,0.0026394181,0.0020602302,0.0016015407,0.0071343069,0.0015685013,0.0036712811,0.0015779473,0.0037115134,0.002642674,0.0021064783,0.0019015166,0.0075492256,0.001970312,0.0041604131,0.0019982215,0.0042724639,0
1.18,0.8625860047,0.3183098862,0.0015608164,0.0002769086,0.0027601414,0.0031781701,0.0034781288,0.0003654723,0.0043941189,0.0008017034,0.0049103496,0.0053261587,0.0045185789,0.0003025663,0.0057023723,0.001150889,0.0037608423,0.0068129299,0.0072588909,0.0062517235,0.0068305313,0.00001666,0.0065382151,0.0015588814,0.0048533074,0.0019054726,0
1.2624,0.8545890484,0.3183098862,0.0008213739,0.0036943025,0.0006898697,0.0016871569,0.0014133714,0.005742687,0.001138401,0.0028204681,0.0026394181,0.0020602302,0.0016015407,0.0071343069,0.0015685013,0.0036712811,0.0015779473,0.0037115134,0.002642674,0.0021064783,0.0019015166,0.0075492256,0.001970312,0.0041604131,0.0019982215,0.0042724639,0
1.1642,0.8646384339,0.3183098862,0.0014578416,0.0003941833,0.0023115088,0.0029191432,0.0037402491,0.0006885538,0.0038576683,0.0024506844,0.0043852684,0.0058503357,0.0031251678,0.0010242154,0.0054161247,0.0032522529,0.0049502188,0.0058493711,0.0082070162,0.0045863259,0.004933893,0.0014048715,0.0070109242,0.0038723433,0.0065030518,0.0039198389,0
1.1863,0.9327086727,0.3183098862,0.0016091429,0.0017601585,0.0019899441,0.0033439414,0.0034944568,0.0029372477,0.0033378259,0.0009542108,0.0053182833,0.0054947803,0.0039219812,0.0041257438,0.0047142083,0.0012076745,0.002380525,0.0076169173,0.0077367915,0.005453129,0.0056808748,0.0053394678,0.0061254663,0.0013158829,0.0034775702,0.0039636478,0
1.3142,0.8845579611,0.3183098862,0.001131162,0.000984537,0.0011832645,0.0024184018,0.0039196089,0.0016010026,0.002062175,0.0019622508,0.0040036918,0.0060935407,0.0072447072,0.0021433353,0.0030679491,0.0028779026,0.0020124199,0.0059958883,0.0084597215,0.0098963509,0.0024932572,0.0025570365,0.0042331497,0.0039679947,0.0021141342,0.004142085,0
1.2379,0.8870394143,0.3183098862,0.0009813003,0.0030109785,0.001265682,0.0020213518,0.0005533031,0.0046076366,0.0020876173,0.0034871877,0.0031723294,0.0007314651,0.000318019,0.0055556416,0.0028752708,0.004583255,0.0010598897,0.0044697648,0.000801519,0.0002909349,0.0008477519,0.0055425165,0.0036123969,0.0052884817,0.0013151272,0.0036564104,0
1.2397,0.8870394143,0.3183098862,0.0009813003,0.0030109785,0.001265682,0.0020213518,0.0005533031,0.0046076366,0.0020876173,0.0034871877,0.0031723294,0.0007314651,0.000318019,0.0055556416,0.0028752708,0.004583255,0.0010598897,0.0044697648,0.000801519,0.0002909349,0.0008477519,0.0055425165,0.0036123969,0.0052884817,0.0013151272,0.0036564104,0
1.3033,0.8845962484,0.3183098862,0.0015019521,0.0010698267,0.0027799722,0.0031372146,0.0023932867,0.0017764755,0.0047264221,0.0010671633,0.0050256897,0.0038581162,0.0060005876,0.0024798309,0.0068026657,0.001472791,0.0002929181,0.0072548937,0.0055790024,0.0082642401,0.0057396761,0.0031892941,0.0090388944,0.0018887398,0.0008676091,0.0028085617,0
1.2379,0.8870394143,0.3183098862,0.0009813003,0.0030109785,0.001265682,0.0020213518,0.0005533031,0.0046076366,0.0020876173,0.0034871877,0.0031723294,0.0007314651,0.000318019,0.0055556416,0.0028752708,0.004583255,0.0010598897,0.0044697648,0.000801519,0.0002909349,0.0008477519,0.0055425165,0.0036123969,0.0052884817,0.0013151272,0.0036564104,0
1.2397,0.8870394143,0.3183098862,0.0009813003,0.0030109785,0.001265682,0.0020213518,0.0005533031,0.0046076366,0.0020876173,0.0034871877,0.0031723294,0.0007314651,0.000318019,0.0055556416,0.0028752708,0.004583255,0.0010598897,0.0044697648,0.000801519,0.0002909349,0.0008477519,0.0055425165,0.0036123969,0.0052884817,0.0013151272,0.0036564104,0
1.2271,0.9430430838,0.3183098862,0.000777297,0.0016293072,0.002756216,0.0015870028,0.0012375987,0.0025263731,0.0043558616,0.0045673978,0.0024565671,0.0018983286,0.0035289643,0.0031445489,0.0055907687,0.0065647623,0.010951967,0.0034029838,0.0026084434,0.0049687523,0.0061884153,0.003384717,0.0063368617,0.008696016,0.0125223476,0.0074061294,0
1.2056,0.9458714809,0.3183098862,0.0007645733,0.0009497307,0.0037444774,0.0016346513,0.0046722447,0.0014247678,0.0060183704,0.0030775283,0.0027173485,0.0071015137,0.0068790101,0.0016411557,0.0079345814,0.0039028208,0.0080322291,0.0041123831,0.0095845248,0.0094025765,0.0035311854,0.0014582357,0.0093084845,0.0042852766,0.0095484254,0.012891491,0
1.2271,0.9430430838,0.3183098862,0.000777297,0.0016293072,0.002756216,0.0015870028,0.0012375987,0.0025263731,0.0043558616,0.0045673978,0.0024565671,0.0018983286,0.0035289643,0.0031445489,0.0055907687,0.0065647623,0.010951967,0.0034029838,0.0026084434,0.0049687523,0.0061884153,0.003384717,0.0063368617,0.008696016,0.0125223476,0.0074061294,0
1.221,0.9381538442,0.3183098862,0.0008673672,0.0009549272,0.0029619311,0.0017252219,0.0029218911,0.0014542257,0.0046552126,0.0013828755,0.0025826528,0.0044397144,0.0047075023,0.0017379245,0.0058953836,0.0017856261,0.0065338317,0.0034804101,0.0059757643,0.006371923,0.0047535357,0.0017050102,0.0064474088,0.0020081641,0.0074996294,0.0098003273,0
1.2959,0.8871735337,0.3183098862,0.0007743337,0.0024361465,0.0019973955,0.0016659278,0.0043705855,0.0040278746,0.0033182113,0.0012801158,0.0027764178,0.0068447257,0.0036233898,0.0055707045,0.0046191709,0.0017401792,0.0037252891,0.004172256,0.0096039874,0.005027805,0.005898331,0.0070430764,0.0058865566,0.0021371004,0.0052869789,0.0030012084,0
1.2855,0.8874967731,0.3183098862,0.0009035793,0.0017441227,0.0015207372,0.0018616883,0.0018513854,0.0028513899,0.0027126093,0.0020879712,0.0029127447,0.0031862455,0.001954285,0.0038630191,0.0041648929,0.0028580058,0.0016725539,0.0040585551,0.0049609922,0.0025946717,0.0112312362,0.0047191789,0.0059656601,0.0036104266,0.0025623634,0.0056467283,0
1.2951,0.8871735337,0.3183098862,0.0007743337,0.0024361465,0.0019973955,0.0016659278,0.0043705855,0.0040278746,0.0033182113,0.0012801158,0.0027764178,0.0068447257,0.0036233898,0.0055707045,0.0046191709,0.0017401792,0.0037252891,0.004172256,0.0096039874,0.005027805,0.005898331,0.0070430764,0.0058865566,0.0021371004,0.0052869789,0.0030012084,0
1.2959,0.8871735337,0.3183098862,0.0007743337,0.0024361465,0.0019973955,0.0016659278,0.0043705855,0.0040278746,0.0033182113,0.0012801158,0.0027764178,0.0068447257,0.0036233898,0.0055707045,0.0046191709,0.0017401792,0.0037252891,0.004172256,0.0096039874,0.005027805,0.005898331,0.0070430764,0.0058865566,0.0021371004,0.0052869789,0.0030012084,0
1.2932,0.8871735337,0.3183098862,0.0007743337,0.0024361465,0.0019973955,0.0016659278,0.0043705855,0.0040278746,0.0033182113,0.0012801158,0.0027764178,0.0068447257,0.0036233898,0.0055707045,0.0046191709,0.0017401792,0.0037252891,0.004172256,0.0096039874,0.005027805,0.005898331,0.0070430764,0.0058865566,0.0021371004,0.0052869789,0.0030012084,0
1.2746,0.8317620624,0.3183098862,0.000607444,0.0009567336,0.0029632619,0.0013101513,0.002935749,0.0014622932,0.0046797064,0.0013671933,0.0022043076,0.0044845687,0.00470196,0.0017565251,0.0059795697,0.001708516,0.0065705431,0.0033773567,0.0060766096,0.0064149716,0.0048064309,0.0017337727,0.006647973,0.0018187585,0.0076561862,0.0098145935,0
1.3234,0.8273374185,0.3183098862,0.001212909,0.0009594532,0.002875938,0.0025131783,0.0032857625,0.0014758906,0.0045430317,0.0019457671,0.0039874653,0.0050303978,0.0059220887,0.0017945775,0.0058073647,0.0026641081,0.005384759,0.0057141831,0.0068496565,0.0080973984,0.0052243564,0.0018151795,0.0064597529,0.0033515433,0.0063588739,0.0061949676,0
1.3079,0.82467204,0.3183098862,0.0018944954,0.0010677036,0.0021077272,0.0038074468,0.0027047338,0.0017598739,0.0034999854,0.0036845229,0.0057394301,0.004055954,0.0013290749,0.0024094707,0.0048903445,0.0049581149,0.0034811387,0.0076535195,0.005422597,0.002490242,0.0107818779,0.0029757777,0.0063264342,0.0060668372,0.0045336745,0.0048380582,0
1.296,0.8268489019,0.3183098862,0.0002591556,0.0023366406,0.0041385679,0.0006359616,0.0043983993,0.0037493675,0.0066366679,0.0033008302,0.0012408233,0.0066679165,0.0054440681,0.0049277191,0.0087150136,0.0042922643,0.0109898703,0.0021665197,0.008965106,0.0074248357,0.000718836,0.0057495603,0.0101557722,0.0049120166,0.01326853,0.0150759218,0
1.2784,0.8317620624,0.3183098862,0.000607444,0.0009567336,0.0029632619,0.0013101513,0.002935749,0.0014622932,0.0046797064,0.0013671933,0.0022043076,0.0044845687,0.00470196,0.0017565251,0.0059795697,0.001708516,0.0065705431,0.0033773567,0.0060766096,0.0064149716,0.0048064309,0.0017337727,0.006647973,0.0018187585,0.0076561862,0.0098145935,0
1.2369,0.9059903077,0.3183098862,0.0009196029,0.0037052231,0.0030376441,0.0019290902,0.0040196553,0.0059583267,0.0050046035,0.0019865734,0.0031207922,0.0061146804,0.0057040865,0.0078373662,0.0068778414,0.0018959813,0.0013956802,0.0045838936,0.0082703504,0.0077747103,0.0038892745,0.0091042241,0.0086082478,0.000983419,0.0015596999,0.007334704,0
1.2364,0.9059903077,0.3183098862,0.0009196029,0.0037052231,0.0030376441,0.0019290902,0.0040196553,0.0059583267,0.0050046035,0.0019865734,0.0031207922,0.0061146804,0.0057040865,0.0078373662,0.0068778414,0.0018959813,0.0013956802,0.0045838936,0.0082703504,0.0077747103,0.0038892745,0.0091042241,0.0086082478,0.000983419,0.0015596999,0.007334704,0
1.2866,0.9053061134,0.3183098862,8.75318250118322E-05,0.0023158968,0.0046816483,0.0001691371,0.0006584761,0.0036516661,0.0074924,0.008680243,0.0002401711,0.0009713021,0.0047873128,0.0046789277,0.0097984982,0.0122376963,0.0110136719,0.0002990249,0.0012494716,0.0064311638,0.0038796692,0.0052848574,0.0113307374,0.0158397599,0.0125578617,0.0035330652,0
1.1606,0.9304845887,0.3183098862,0.0008003575,0.0016461224,0.0013505362,0.001674904,0.0008130785,0.0023556281,0.0022244183,0.0041547594,0.0026868944,0.0010939169,0.0019401733,0.0024529446,0.003054984,0.0055128052,0.0025819396,0.0038747037,0.0012364583,0.0026702092,0.0027719843,0.0016442619,0.0038185894,0.0064781958,0.0033245136,0.002844615,0
1.1806,0.9291513968,0.3183098862,0.0011804669,0.0004203061,0.0005853611,0.0024023372,0.0018290962,0.0008187094,0.0007424244,0.0024226976,0.0036954785,0.0028969397,0.0046991952,0.0013864207,0.0005460544,0.0036112393,0.0069251878,0.0050655949,0.0041356596,0.0067647991,0.0095921086,0.0021734909,0.0005675684,0.0050167468,0.0077101628,0.0076610628,0
1.1606,0.9304845887,0.3183098862,0.0008003575,0.0016461224,0.0013505362,0.001674904,0.0008130785,0.0023556281,0.0022244183,0.0041547594,0.0026868944,0.0010939169,0.0019401733,0.0024529446,0.003054984,0.0055128052,0.0025819396,0.0038747037,0.0012364583,0.0026702092,0.0027719843,0.0016442619,0.0038185894,0.0064781958,0.0033245136,0.002844615,0
1.2127,0.9261331828,0.3183098862,0.0019696174,0.0003914499,0.0014672796,0.0039719846,0.0027677825,0.0006737412,0.0025081892,0.0046242688,0.0060250355,0.0042166462,0.005427117,0.0009782681,0.0036696838,0.0062618886,0.0044200394,0.0081146669,0.0057432033,0.007807887,0.0075521582,0.0012950873,0.0050582565,0.0076866689,0.0057373565,0.0067347708,0
1.151,0.8955966229,0.3183098862,0.0012173768,0.0030213003,0.0018115484,0.0025334928,0.0038911647,0.0048541935,0.0029895808,0.0029251298,0.0040458646,0.0059480112,0.0067572471,0.0063716255,0.0041197149,0.0036179249,0.0021137997,0.0058431018,0.0080901923,0.0091925658,0.0037957038,0.0073683583,0.0051782043,0.0040726897,0.0026450358,0.0045700029,0
1.1733,0.8901713145,0.3183098862,0.0015681846,0.0004373397,0.0030220262,0.0030970334,0.001734641,0.0009072252,0.0047345744,0.0036644217,0.0045536558,0.0026282739,0.0026809912,0.001647765,0.0059581021,0.0050716659,0.0060308818,0.0059186597,0.0035157859,0.0036083773,0.0062223562,0.0027696403,0.0064345746,0.00638281,0.0066593326,0.0064704236,0
1.1502,0.8955966229,0.3183098862,0.0012173768,0.0030213003,0.0018115484,0.0025334928,0.0038911647,0.0048541935,0.0029895808,0.0029251298,0.0040458646,0.0059480112,0.0067572471,0.0063716255,0.0041197149,0.0036179249,0.0021137997,0.0058431018,0.0080901923,0.0091925658,0.0037957038,0.0073683583,0.0051782043,0.0040726897,0.0026450358,0.0045700029,0
1.1546,0.8955966229,0.3183098862,0.0012173768,0.0030213003,0.0018115484,0.0025334928,0.0038911647,0.0048541935,0.0029895808,0.0029251298,0.0040458646,0.0059480112,0.0067572471,0.0063716255,0.0041197149,0.0036179249,0.0021137997,0.0058431018,0.0080901923,0.0091925658,0.0037957038,0.0073683583,0.0051782043,0.0040726897,0.0026450358,0.0045700029,0
1.1099,0.9491480053,0.3183098862,0.002124285,0.0002982801,0.0013528484,0.0043245858,0.0016900152,0.0002036968,0.0021675434,0.0043882239,0.0066580468,0.0023717494,0.0008044473,0.0003532495,0.0028458689,0.0058687588,0.0025178109,0.0091420376,0.0028920844,0.0013932858,0.0051714125,0.0015929307,0.0033244832,0.0070174251,0.003368371,0.0031645569,0
1.1161,0.9491480053,0.3183098862,0.002124285,0.0002982801,0.0013528484,0.0043245858,0.0016900152,0.0002036968,0.0021675434,0.0043882239,0.0066580468,0.0023717494,0.0008044473,0.0003532495,0.0028458689,0.0058687588,0.0025178109,0.0091420376,0.0028920844,0.0013932858,0.0051714125,0.0015929307,0.0033244832,0.0070174251,0.003368371,0.0031645569,0
1.1008,0.9491480053,0.3183098862,0.002124285,0.0002982801,0.0013528484,0.0043245858,0.0016900152,0.0002036968,0.0021675434,0.0043882239,0.0066580468,0.0023717494,0.0008044473,0.0003532495,0.0028458689,0.0058687588,0.0025178109,0.0091420376,0.0028920844,0.0013932858,0.0051714125,0.0015929307,0.0033244832,0.0070174251,0.003368371,0.0031645569,0
1.1008,0.9491480053,0.3183098862,0.002124285,0.0002982801,0.0013528484,0.0043245858,0.0016900152,0.0002036968,0.0021675434,0.0043882239,0.0066580468,0.0023717494,0.0008044473,0.0003532495,0.0028458689,0.0058687588,0.0025178109,0.0091420376,0.0028920844,0.0013932858,0.0051714125,0.0015929307,0.0033244832,0.0070174251,0.003368371,0.0031645569,0
1.1008,0.9491480053,0.3183098862,0.002124285,0.0002982801,0.0013528484,0.0043245858,0.0016900152,0.0002036968,0.0021675434,0.0043882239,0.0066580468,0.0023717494,0.0008044473,0.0003532495,0.0028458689,0.0058687588,0.0025178109,0.0091420376,0.0028920844,0.0013932858,0.0051714125,0.0015929307,0.0033244832,0.0070174251,0.003368371,0.0031645569,0
1.1448,0.9422304582,0.3183098862,0.0018721892,0.0017622798,0.0015127632,0.0037754273,0.0019400638,0.0029423236,0.0025515986,0.0026733355,0.0057222338,0.0028476757,0.0026023214,0.0041178116,0.003667617,0.003484885,0.0047891248,0.0076862388,0.0037045094,0.0040579548,0.0126145017,0.0052639122,0.0049649943,0.00406559,0.006096306,0.0028237728,0
1.1099,0.9491480053,0.3183098862,0.002124285,0.0002982801,0.0013528484,0.0043245858,0.0016900152,0.0002036968,0.0021675434,0.0043882239,0.0066580468,0.0023717494,0.0008044473,0.0003532495,0.0028458689,0.0058687588,0.0025178109,0.0091420376,0.0028920844,0.0013932858,0.0051714125,0.0015929307,0.0033244832,0.0070174251,0.003368371,0.0031645569,0
1.2915,0.8041305563,0.3183098862,0.0014497446,0.001740201,0.0002457329,0.0029434225,0.0026277758,0.002831636,0.0005170486,0.004164057,0.0045067413,0.0039663214,0.0020137945,0.003807076,0.0010173523,0.0056907975,0.0042494886,0.0061263932,0.0053582423,0.0031713894,0.0065874142,0.0045974414,0.001886906,0.0070933351,0.0055859358,0.0053249746,0
1.3418,0.7985045194,0.3183098862,0.0012945165,0.0003696965,0.001441742,0.0026308099,0.0013044115,0.000564025,0.0024894054,0.0048669111,0.00403225,0.001959619,0.0026555834,0.0006676315,0.0036841436,0.006615634,0.0043329536,0.0054829083,0.0026685942,0.0040801437,0.0067220847,0.0006219313,0.0051205887,0.0081672706,0.0056578925,0.0062106928,0
1.2957,0.8217971127,0.3183098862,0.0014592263,0.0011014899,0.001096594,0.0029601642,0.0008709081,0.0019301162,0.0016475944,0.002340015,0.0045311847,0.0013215559,0.0026590088,0.0028907205,0.001939479,0.0036077673,0.0057103861,0.0061725439,0.0018344885,0.0041547413,0.0101512754,0.0040162415,0.0019882572,0.0051977226,0.0062711806,0.0052034387,0
1.3207,0.8028517844,0.3183098862,0.0009455096,0.0023291503,0.0020219657,0.0018684125,0.0037353947,0.0037083624,0.0032309959,0.0042376332,0.002780606,0.0057210813,0.0064955797,0.0047982761,0.0042248344,0.0053677488,0.0026299695,0.0037552475,0.0077914484,0.0089110342,0.0013357796,0.0054317301,0.0049179236,0.0058822252,0.002851856,0.009705088,0
1.2253,0.9513734555,0.3183098862,0.0016625183,0.0010763047,0.001953376,0.0034706963,0.0026104289,0.0018098,0.0033286191,0.0020255547,0.005555921,0.0041613048,0.0033499946,0.0025768854,0.004806517,0.0026699106,0.0010874828,0.0080165092,0.0059423378,0.0047031022,0.0039171727,0.0034072153,0.0064136602,0.0031321795,0.001952352,0.0056130903,0
1.1783,0.951402293,0.3183098862,0.0014466245,0.00043566,0.0013146125,0.0029357622,0.0012517222,0.0008961494,0.0019494733,0.004166654,0.0045024669,0.0020082739,0.0044631097,0.001605846,0.002232153,0.0060278799,0.0089615198,0.006166188,0.002911797,0.0063305977,0.008012894,0.0026501828,0.0021716671,0.0080514845,0.0100295498,0.0076194783,0
1.2571,0.9382162094,0.3183098862,0.0020618348,0.0017657956,0.0015143861,0.0041596869,0.001939435,0.0029600394,0.0025590783,0.0026716163,0.0063113632,0.0028416588,0.0026062865,0.004167911,0.0036883584,0.0034827467,0.0047826756,0.00849645,0.0036855033,0.0040536938,0.0126178552,0.0053723515,0.0050093631,0.0040598456,0.0060883065,0.0028367445,0
